entity,cost_centre,account_code,period_month,budget_amount,currency
MI-NL,ENG-EU,6130,2024-02,48129.27,USD
MI-NL,ENG-EU,6130,2024-03,50794.92,USD
MI-NL,ENG-EU,6130,2024-04,49985.17,USD
MI-NL,ENG-EU,6130,2024-05,50438.47,USD
MI-NL,ENG-EU,6130,2024-06,48376.21,USD
MI-NL,ENG-EU,6130,2024-07,45887.36,USD
MI-NL,ENG-EU,6130,2024-08,43527.21,USD
MI-NL,ENG-EU,6130,2024-09,41647.07,USD
MI-NL,ENG-EU,6130,2024-10,40909.37,USD
MI-NL,ENG-EU,6130,2024-11,42146.76,USD
MI-NL,ENG-EU,6130,2024-12,42510.91,USD
MI-NL,ENG-EU,6210,2024-01,7767.04,USD
MI-NL,ENG-EU,6210,2024-02,8179.53,USD
MI-NL,ENG-EU,6210,2024-03,8440.57,USD
MI-NL,ENG-EU,6210,2024-04,8571.17,USD
MI-NL,ENG-EU,6210,2024-05,8313.66,USD
MI-NL,ENG-EU,6210,2024-06,8198.13,USD
MI-NL,ENG-EU,6210,2024-07,7692.04,USD
MI-NL,ENG-EU,6210,2024-08,7335.9,USD
MI-NL,ENG-EU,6210,2024-09,6934.41,USD
MI-NL,ENG-EU,6210,2024-10,7092.65,USD
MI-NL,ENG-EU,6210,2024-11,7183.09,USD
MI-NL,ENG-EU,6210,2024-12,7234.19,USD
MI-NL,ENG-EU,6220,2024-01,2177.71,USD
MI-NL,ENG-EU,6220,2024-02,2317.58,USD
MI-NL,ENG-EU,6220,2024-03,2446.75,USD
MI-NL,ENG-EU,6220,2024-04,2398.21,USD
MI-NL,ENG-EU,6220,2024-05,2429.07,USD
MI-NL,ENG-EU,6220,2024-06,2307.78,USD
MI-NL,ENG-EU,6220,2024-07,2166.15,USD
MI-NL,ENG-EU,6220,2024-08,2107.59,USD
MI-NL,ENG-EU,6220,2024-09,2010.23,USD
MI-NL,ENG-EU,6220,2024-10,1990.03,USD
MI-NL,ENG-EU,6220,2024-11,2036.73,USD
MI-NL,ENG-EU,6220,2024-12,2133.29,USD
MI-NL,ENG-EU,6230,2024-01,4292.33,USD
MI-NL,ENG-EU,6230,2024-02,4634.67,USD
MI-NL,ENG-EU,6230,2024-03,4669.13,USD
MI-NL,ENG-EU,6230,2024-04,4827.65,USD
MI-NL,ENG-EU,6230,2024-05,4761.03,USD
MI-NL,ENG-EU,6230,2024-06,4572.16,USD
MI-NL,ENG-EU,6230,2024-07,4381.82,USD
MI-NL,ENG-EU,6230,2024-08,4202.22,USD
MI-NL,ENG-EU,6230,2024-09,4019.56,USD
MI-NL,ENG-EU,6230,2024-10,3896.47,USD
MI-NL,ENG-EU,6230,2024-11,3939.06,USD
MI-NL,ENG-EU,6230,2024-12,4197.51,USD
MI-NL,ENG-EU,6240,2024-01,919.12,USD
MI-NL,ENG-EU,6240,2024-02,961.79,USD
MI-NL,ENG-EU,6240,2024-03,1012.39,USD
MI-NL,ENG-EU,6240,2024-04,1017.25,USD
MI-NL,ENG-EU,6240,2024-05,981.19,USD
MI-NL,ENG-EU,6240,2024-06,968.53,USD
MI-NL,ENG-EU,6240,2024-07,921.6,USD
MI-NL,ENG-EU,6240,2024-08,868.45,USD
MI-NL,ENG-EU,6240,2024-09,834.68,USD
MI-NL,ENG-EU,6240,2024-10,824.16,USD
MI-NL,ENG-EU,6240,2024-11,841.36,USD
MI-NL,ENG-EU,6240,2024-12,876.67,USD
MI-NL,ENG-EU,6310,2024-01,23560.31,USD
MI-NL,ENG-EU,6310,2024-02,24323.62,USD
MI-NL,ENG-EU,6310,2024-03,24436.56,USD
MI-NL,ENG-EU,6310,2024-04,26217.35,USD
MI-NL,ENG-EU,6310,2024-05,24905.43,USD
MI-NL,ENG-EU,6310,2024-06,24672.72,USD
MI-NL,ENG-EU,6310,2024-07,23104.95,USD
MI-NL,ENG-EU,6310,2024-08,22156.92,USD
MI-NL,ENG-EU,6310,2024-09,21376.52,USD
MI-NL,ENG-EU,6310,2024-10,20863.62,USD
MI-NL,ENG-EU,6310,2024-11,21094.14,USD
MI-NL,ENG-EU,6310,2024-12,22370.86,USD
MI-NL,ENG-EU,6320,2024-01,4614.12,USD
MI-NL,ENG-EU,6320,2024-02,4892.55,USD
MI-NL,ENG-EU,6320,2024-03,4922.06,USD
MI-NL,ENG-EU,6320,2024-04,5069.79,USD
MI-NL,ENG-EU,6320,2024-05,5003.19,USD
MI-NL,ENG-EU,6320,2024-06,4864.44,USD
MI-NL,ENG-EU,6320,2024-07,4636.76,USD
MI-NL,ENG-EU,6320,2024-08,4351.54,USD
MI-NL,ENG-EU,6320,2024-09,4154.51,USD
MI-NL,ENG-EU,6320,2024-10,4100.69,USD
MI-NL,ENG-EU,6320,2024-11,4269.7,USD
MI-NL,ENG-EU,6320,2024-12,4383.73,USD
MI-NL,ENG-EU,6330,2024-01,3557.72,USD
MI-NL,ENG-EU,6330,2024-02,3713.65,USD
MI-NL,ENG-EU,6330,2024-03,3868.45,USD
MI-NL,ENG-EU,6330,2024-04,3821.01,USD
MI-NL,ENG-EU,6330,2024-05,3706.01,USD
MI-NL,ENG-EU,6330,2024-06,3710.92,USD
MI-NL,ENG-EU,6330,2024-07,3556.17,USD
MI-NL,ENG-EU,6330,2024-08,3332.08,USD
MI-NL,ENG-EU,6330,2024-09,3210.99,USD
MI-NL,ENG-EU,6330,2024-10,3186.18,USD
MI-NL,ENG-EU,6330,2024-11,3170.36,USD
MI-NL,ENG-EU,6330,2024-12,3341.75,USD
MI-NL,ENG-EU,6430,2024-01,28971.84,USD
MI-NL,ENG-EU,6430,2024-02,31147.86,USD
MI-NL,ENG-EU,6430,2024-03,31021.41,USD
MI-NL,ENG-EU,6430,2024-04,32173.77,USD
MI-NL,ENG-EU,6430,2024-05,31403.89,USD
MI-NL,ENG-EU,6430,2024-06,30611.3,USD
MI-NL,ENG-EU,6430,2024-07,29340.43,USD
MI-NL,ENG-EU,6430,2024-08,27439.81,USD
MI-NL,ENG-EU,6430,2024-09,25984.13,USD
MI-NL,ENG-EU,6430,2024-10,26045.21,USD
MI-NL,ENG-EU,6430,2024-11,26259.69,USD
MI-NL,ENG-EU,6430,2024-12,27246.96,USD
MI-NL,ENG-EU,6510,2024-01,25320.91,USD
MI-NL,ENG-EU,6510,2024-02,26444.59,USD
MI-NL,ENG-EU,6510,2024-03,26309.71,USD
MI-NL,ENG-EU,6510,2024-04,27819.59,USD
MI-NL,ENG-EU,6510,2024-05,27461.18,USD
MI-NL,ENG-EU,6510,2024-06,26498.24,USD
MI-NL,ENG-EU,6510,2024-07,25069.79,USD
MI-NL,ENG-EU,6510,2024-08,23831.64,USD
MI-NL,ENG-EU,6510,2024-09,22978.84,USD
MI-NL,ENG-EU,6510,2024-10,22490.98,USD
MI-NL,ENG-EU,6510,2024-11,22979.03,USD
MI-NL,ENG-EU,6510,2024-12,24002.8,USD
MI-NL,ENG-EU,6520,2024-01,18133.1,USD
MI-NL,ENG-EU,6520,2024-02,19325.88,USD
MI-NL,ENG-EU,6520,2024-03,20157.61,USD
MI-NL,ENG-EU,6520,2024-04,20544.96,USD
MI-NL,ENG-EU,6520,2024-05,20178.57,USD
MI-NL,ENG-EU,6520,2024-06,19382.28,USD
MI-NL,ENG-EU,6520,2024-07,18470.35,USD
MI-NL,ENG-EU,6520,2024-08,17863.98,USD
MI-NL,ENG-EU,6520,2024-09,16782.9,USD
MI-NL,ENG-EU,6520,2024-10,16607.04,USD
MI-NL,ENG-EU,6520,2024-11,16905.82,USD
MI-NL,ENG-EU,6520,2024-12,17388.13,USD
MI-NL,ENG-EU,6530,2024-01,34811.13,USD
MI-NL,ENG-EU,6530,2024-02,35768.71,USD
MI-NL,ENG-EU,6530,2024-03,38357.15,USD
MI-NL,ENG-EU,6530,2024-04,38579.87,USD
MI-NL,ENG-EU,6530,2024-05,36947.23,USD
MI-NL,ENG-EU,6530,2024-06,35804.64,USD
MI-NL,ENG-EU,6530,2024-07,35008.04,USD
MI-NL,ENG-EU,6530,2024-08,33648.38,USD
MI-NL,ENG-EU,6530,2024-09,31822.51,USD
MI-NL,ENG-EU,6530,2024-10,31535.7,USD
MI-NL,ENG-EU,6530,2024-11,32181.18,USD
MI-NL,ENG-EU,6530,2024-12,33804.03,USD
MI-NL,ENG-EU,6830,2024-01,2147.9,USD
MI-NL,ENG-EU,6830,2024-02,2256.52,USD
MI-NL,ENG-EU,6830,2024-03,2325.49,USD
MI-NL,ENG-EU,6830,2024-04,2319.03,USD
MI-NL,ENG-EU,6830,2024-05,2357.71,USD
MI-NL,ENG-EU,6830,2024-06,2217.81,USD
MI-NL,ENG-EU,6830,2024-07,2195.21,USD
MI-NL,ENG-EU,6830,2024-08,2014.65,USD
MI-NL,ENG-EU,6830,2024-09,1983.88,USD
MI-NL,ENG-EU,6830,2024-10,1902.39,USD
MI-NL,ENG-EU,6830,2024-11,1957.54,USD
MI-NL,ENG-EU,6830,2024-12,2055.35,USD
MI-NL,OPS-EU,6110,2024-01,230569.28,USD
MI-NL,OPS-EU,6110,2024-02,242323.34,USD
MI-NL,OPS-EU,6110,2024-03,253216.62,USD
MI-NL,OPS-EU,6110,2024-04,253761.48,USD
MI-NL,OPS-EU,6110,2024-05,249271.89,USD
MI-NL,OPS-EU,6110,2024-06,247273.06,USD
MI-NL,OPS-EU,6110,2024-07,232226.5,USD
MI-NL,OPS-EU,6110,2024-08,216151.95,USD
MI-NL,OPS-EU,6110,2024-09,209549.25,USD
MI-NL,OPS-EU,6110,2024-10,202944.06,USD
MI-NL,OPS-EU,6110,2024-11,210284.8,USD
MI-NL,OPS-EU,6110,2024-12,220589.48,USD
MI-NL,OPS-EU,6120,2024-01,52400.95,USD
MI-NL,OPS-EU,6120,2024-02,53301.84,USD
MI-NL,OPS-EU,6120,2024-03,57364.45,USD
MI-NL,OPS-EU,6120,2024-04,56722.82,USD
MI-NL,OPS-EU,6120,2024-05,55933.71,USD
MI-NL,OPS-EU,6120,2024-06,55055.5,USD
MI-NL,OPS-EU,6120,2024-07,51664.34,USD
MI-NL,OPS-EU,6120,2024-08,48751.66,USD
MI-NL,OPS-EU,6120,2024-09,47476.14,USD
MI-NL,OPS-EU,6120,2024-10,45212.32,USD
MI-NL,OPS-EU,6120,2024-11,47437.61,USD
MI-NL,OPS-EU,6120,2024-12,48207.86,USD
MI-NL,OPS-EU,6130,2024-01,31341.21,USD
MI-NL,OPS-EU,6130,2024-02,33926.99,USD
MI-NL,OPS-EU,6130,2024-03,34912.87,USD
MI-NL,OPS-EU,6130,2024-04,34779.14,USD
MI-NL,OPS-EU,6130,2024-05,33462.34,USD
MI-NL,OPS-EU,6130,2024-06,32977.03,USD
MI-NL,OPS-EU,6130,2024-07,31346.72,USD
MI-NL,OPS-EU,6130,2024-08,30183.02,USD
MI-NL,OPS-EU,6130,2024-09,29203.84,USD
MI-NL,OPS-EU,6130,2024-10,28598.03,USD
MI-NL,OPS-EU,6130,2024-11,28513.59,USD
MI-NL,OPS-EU,6130,2024-12,30815.41,USD
MI-NL,OPS-EU,6210,2024-01,4183.87,USD
MI-NL,OPS-EU,6210,2024-02,4522.54,USD
MI-NL,OPS-EU,6210,2024-03,4558.31,USD
MI-NL,OPS-EU,6210,2024-04,4649.33,USD
MI-NL,OPS-EU,6210,2024-05,4597.32,USD
MI-NL,OPS-EU,6210,2024-06,4286.21,USD
MI-NL,OPS-EU,6210,2024-07,4148.88,USD
MI-NL,OPS-EU,6210,2024-08,4001.12,USD
MI-NL,OPS-EU,6210,2024-09,3801.92,USD
MI-NL,OPS-EU,6210,2024-10,3831.88,USD
MI-NL,OPS-EU,6210,2024-11,3837.44,USD
MI-NL,OPS-EU,6210,2024-12,4001.12,USD
MI-NL,OPS-EU,6220,2024-01,1411.45,USD
MI-NL,OPS-EU,6220,2024-02,1480.82,USD
MI-NL,OPS-EU,6220,2024-03,1524.67,USD
MI-NL,OPS-EU,6220,2024-04,1554.62,USD
MI-NL,OPS-EU,6220,2024-05,1556.55,USD
MI-NL,OPS-EU,6220,2024-06,1474.9,USD
MI-NL,OPS-EU,6220,2024-07,1403.44,USD
MI-NL,OPS-EU,6220,2024-08,1368.47,USD
MI-NL,OPS-EU,6220,2024-09,1297.63,USD
MI-NL,OPS-EU,6220,2024-10,1310.84,USD
MI-NL,OPS-EU,6220,2024-11,1292.56,USD
MI-NL,OPS-EU,6220,2024-12,1350.14,USD
MI-NL,OPS-EU,6230,2024-01,4308.85,USD
MI-NL,OPS-EU,6230,2024-02,4600.75,USD
MI-NL,OPS-EU,6230,2024-03,4720.29,USD
MI-NL,OPS-EU,6230,2024-04,4829.0,USD
MI-NL,OPS-EU,6230,2024-05,4755.62,USD
MI-NL,OPS-EU,6230,2024-06,4517.11,USD
MI-NL,OPS-EU,6230,2024-07,4477.98,USD
MI-NL,OPS-EU,6230,2024-08,4144.75,USD
MI-NL,OPS-EU,6230,2024-09,3915.3,USD
MI-NL,OPS-EU,6230,2024-10,3890.73,USD
MI-NL,OPS-EU,6230,2024-11,3985.61,USD
MI-NL,OPS-EU,6230,2024-12,4092.66,USD
MI-NL,OPS-EU,6240,2024-01,737.42,USD
MI-NL,OPS-EU,6240,2024-02,776.19,USD
MI-NL,OPS-EU,6240,2024-03,812.96,USD
MI-NL,OPS-EU,6240,2024-04,796.16,USD
MI-NL,OPS-EU,6240,2024-05,787.49,USD
MI-NL,OPS-EU,6240,2024-06,753.83,USD
MI-NL,OPS-EU,6240,2024-07,745.56,USD
MI-NL,OPS-EU,6240,2024-08,676.85,USD
MI-NL,OPS-EU,6240,2024-09,664.95,USD
MI-NL,OPS-EU,6240,2024-10,662.84,USD
MI-NL,OPS-EU,6240,2024-11,661.79,USD
MI-NL,OPS-EU,6240,2024-12,697.25,USD
MI-NL,OPS-EU,6310,2024-01,69367.65,USD
MI-NL,OPS-EU,6310,2024-02,73468.98,USD
MI-NL,OPS-EU,6310,2024-03,75122.86,USD
MI-NL,OPS-EU,6310,2024-04,76307.41,USD
MI-NL,OPS-EU,6310,2024-05,75226.4,USD
MI-NL,OPS-EU,6310,2024-06,72678.95,USD
MI-NL,OPS-EU,6310,2024-07,70573.89,USD
MI-NL,OPS-EU,6310,2024-08,65593.28,USD
MI-NL,OPS-EU,6310,2024-09,63117.06,USD
MI-NL,OPS-EU,6310,2024-10,63022.67,USD
MI-NL,OPS-EU,6310,2024-11,62551.14,USD
MI-NL,OPS-EU,6310,2024-12,66004.21,USD
MI-NL,OPS-EU,6320,2024-01,14994.96,USD
MI-NL,OPS-EU,6320,2024-02,16128.69,USD
MI-NL,OPS-EU,6320,2024-03,16388.71,USD
MI-NL,OPS-EU,6320,2024-04,16648.76,USD
MI-NL,OPS-EU,6320,2024-05,16346.47,USD
MI-NL,OPS-EU,6320,2024-06,15831.63,USD
MI-NL,OPS-EU,6320,2024-07,14964.59,USD
MI-NL,OPS-EU,6320,2024-08,14442.77,USD
MI-NL,OPS-EU,6320,2024-09,13845.77,USD
MI-NL,OPS-EU,6320,2024-10,13429.72,USD
MI-NL,OPS-EU,6320,2024-11,13559.22,USD
MI-NL,OPS-EU,6320,2024-12,14475.93,USD
MI-NL,OPS-EU,6330,2024-01,21830.24,USD
MI-NL,OPS-EU,6330,2024-02,22366.57,USD
MI-NL,OPS-EU,6330,2024-03,23353.34,USD
MI-NL,OPS-EU,6330,2024-04,23525.57,USD
MI-NL,OPS-EU,6330,2024-05,23377.15,USD
MI-NL,OPS-EU,6330,2024-06,22266.34,USD
MI-NL,OPS-EU,6330,2024-07,21670.68,USD
MI-NL,OPS-EU,6330,2024-08,20345.47,USD
MI-NL,OPS-EU,6330,2024-09,19799.23,USD
MI-NL,OPS-EU,6330,2024-10,19567.76,USD
MI-NL,OPS-EU,6330,2024-11,19775.42,USD
MI-NL,OPS-EU,6330,2024-12,20571.14,USD
MI-NL,OPS-EU,6430,2024-01,9769.37,USD
MI-NL,OPS-EU,6430,2024-02,10172.78,USD
MI-NL,OPS-EU,6430,2024-03,10565.35,USD
MI-NL,OPS-EU,6430,2024-04,10912.85,USD
MI-NL,OPS-EU,6430,2024-05,10687.69,USD
MI-NL,OPS-EU,6430,2024-06,10070.9,USD
MI-NL,OPS-EU,6430,2024-07,9668.55,USD
MI-NL,OPS-EU,6430,2024-08,9291.61,USD
MI-NL,OPS-EU,6430,2024-09,8918.55,USD
MI-NL,OPS-EU,6430,2024-10,8884.27,USD
MI-NL,OPS-EU,6430,2024-11,8923.99,USD
MI-NL,OPS-EU,6430,2024-12,9383.97,USD
MI-NL,OPS-EU,6510,2024-01,7012.17,USD
MI-NL,OPS-EU,6510,2024-02,7214.01,USD
MI-NL,OPS-EU,6510,2024-03,7505.63,USD
MI-NL,OPS-EU,6510,2024-04,7633.34,USD
MI-NL,OPS-EU,6510,2024-05,7674.79,USD
MI-NL,OPS-EU,6510,2024-06,7058.22,USD
MI-NL,OPS-EU,6510,2024-07,7121.62,USD
MI-NL,OPS-EU,6510,2024-08,6556.8,USD
MI-NL,OPS-EU,6510,2024-09,6287.26,USD
MI-NL,OPS-EU,6510,2024-10,6186.78,USD
MI-NL,OPS-EU,6510,2024-11,6514.23,USD
MI-NL,OPS-EU,6510,2024-12,6583.87,USD
MI-NL,OPS-EU,6520,2024-01,8813.23,USD
MI-NL,OPS-EU,6520,2024-02,9400.99,USD
MI-NL,OPS-EU,6520,2024-03,9608.9,USD
MI-NL,OPS-EU,6520,2024-04,9778.33,USD
MI-NL,OPS-EU,6520,2024-05,9621.88,USD
MI-NL,OPS-EU,6520,2024-06,9248.98,USD
MI-NL,OPS-EU,6520,2024-07,8817.23,USD
MI-NL,OPS-EU,6520,2024-08,8497.73,USD
MI-NL,OPS-EU,6520,2024-09,8074.33,USD
MI-NL,OPS-EU,6520,2024-10,7906.08,USD
MI-NL,OPS-EU,6520,2024-11,8254.12,USD
MI-NL,OPS-EU,6520,2024-12,8371.52,USD
MI-NL,OPS-EU,6530,2024-01,4429.01,USD
MI-NL,OPS-EU,6530,2024-02,4673.53,USD
MI-NL,OPS-EU,6530,2024-03,4801.08,USD
MI-NL,OPS-EU,6530,2024-04,4880.92,USD
MI-NL,OPS-EU,6530,2024-05,4837.74,USD
MI-NL,OPS-EU,6530,2024-06,4610.71,USD
MI-NL,OPS-EU,6530,2024-07,4478.65,USD
MI-NL,OPS-EU,6530,2024-08,4221.59,USD
MI-NL,OPS-EU,6530,2024-09,4046.19,USD
MI-NL,OPS-EU,6530,2024-10,3929.85,USD
MI-NL,OPS-EU,6530,2024-11,4072.33,USD
MI-NL,OPS-EU,6530,2024-12,4240.77,USD
MI-NL,OPS-EU,6610,2024-01,84914.75,USD
MI-NL,OPS-EU,6610,2024-02,87531.91,USD
MI-NL,OPS-EU,6610,2024-03,91290.7,USD
MI-NL,OPS-EU,6610,2024-04,91688.09,USD
MI-NL,OPS-EU,6610,2024-05,91688.38,USD
MI-NL,OPS-EU,6610,2024-06,87089.78,USD
MI-NL,OPS-EU,6610,2024-07,83951.33,USD
MI-NL,OPS-EU,6610,2024-08,79619.63,USD
MI-NL,OPS-EU,6610,2024-09,75644.79,USD
MI-NL,OPS-EU,6610,2024-10,76351.3,USD
MI-NL,OPS-EU,6610,2024-11,75866.24,USD
MI-NL,OPS-EU,6610,2024-12,81155.56,USD
MI-NL,OPS-EU,6620,2024-01,106302.3,USD
MI-NL,OPS-EU,6620,2024-02,111332.01,USD
MI-NL,OPS-EU,6620,2024-03,116494.07,USD
MI-NL,OPS-EU,6620,2024-04,115604.05,USD
MI-NL,OPS-EU,6620,2024-05,117616.44,USD
MI-NL,OPS-EU,6620,2024-06,112916.75,USD
MI-NL,OPS-EU,6620,2024-07,106672.37,USD
MI-NL,OPS-EU,6620,2024-08,99375.98,USD
MI-NL,OPS-EU,6620,2024-09,98221.6,USD
MI-NL,OPS-EU,6620,2024-10,95157.18,USD
MI-NL,OPS-EU,6620,2024-11,97215.53,USD
MI-NL,OPS-EU,6620,2024-12,99358.8,USD
MI-NL,OPS-EU,6630,2024-01,12279.05,USD
MI-NL,OPS-EU,6630,2024-02,12636.8,USD
MI-NL,OPS-EU,6630,2024-03,13081.49,USD
MI-NL,OPS-EU,6630,2024-04,13376.94,USD
MI-NL,OPS-EU,6630,2024-05,13342.11,USD
MI-NL,OPS-EU,6630,2024-06,12566.99,USD
MI-NL,OPS-EU,6630,2024-07,12142.07,USD
MI-NL,OPS-EU,6630,2024-08,11439.9,USD
MI-NL,OPS-EU,6630,2024-09,11204.62,USD
MI-NL,OPS-EU,6630,2024-10,10990.52,USD
MI-NL,OPS-EU,6630,2024-11,10962.08,USD
MI-NL,OPS-EU,6630,2024-12,11626.51,USD
MI-NL,OPS-EU,6810,2024-01,8371.31,USD
MI-NL,OPS-EU,6810,2024-02,8924.69,USD
MI-NL,OPS-EU,6810,2024-03,9210.71,USD
MI-NL,OPS-EU,6810,2024-04,8995.84,USD
MI-NL,OPS-EU,6810,2024-05,9149.51,USD
MI-NL,OPS-EU,6810,2024-06,8774.48,USD
MI-NL,OPS-EU,6810,2024-07,8383.94,USD
MI-NL,OPS-EU,6810,2024-08,7910.74,USD
MI-NL,OPS-EU,6810,2024-09,7501.09,USD
MI-NL,OPS-EU,6810,2024-10,7474.49,USD
MI-NL,OPS-EU,6810,2024-11,7610.42,USD
MI-NL,OPS-EU,6810,2024-12,7992.73,USD
MI-NL,OPS-EU,6830,2024-01,3602.21,USD
MI-NL,OPS-EU,6830,2024-02,3769.2,USD
MI-NL,OPS-EU,6830,2024-03,3892.91,USD
MI-NL,OPS-EU,6830,2024-04,3856.73,USD
MI-NL,OPS-EU,6830,2024-05,3889.97,USD
MI-NL,OPS-EU,6830,2024-06,3695.21,USD
MI-NL,OPS-EU,6830,2024-07,3607.15,USD
MI-NL,OPS-EU,6830,2024-08,3409.6,USD
MI-NL,OPS-EU,6830,2024-09,3226.14,USD
MI-NL,OPS-EU,6830,2024-10,3210.95,USD
MI-NL,OPS-EU,6830,2024-11,3210.93,USD
MI-NL,OPS-EU,6830,2024-12,3353.43,USD
MI-NL,SGA-EU,6110,2024-01,143955.37,USD
MI-NL,SGA-EU,6110,2024-02,151179.81,USD
MI-NL,SGA-EU,6110,2024-03,159096.79,USD
MI-NL,SGA-EU,6110,2024-04,157174.63,USD
MI-NL,SGA-EU,6110,2024-05,155923.17,USD
MI-NL,SGA-EU,6110,2024-06,149761.25,USD
MI-NL,SGA-EU,6110,2024-07,142143.71,USD
MI-NL,SGA-EU,6110,2024-08,136606.61,USD
MI-NL,SGA-EU,6110,2024-09,131850.49,USD
MI-NL,SGA-EU,6110,2024-10,128073.82,USD
MI-NL,SGA-EU,6110,2024-11,132488.66,USD
MI-NL,SGA-EU,6110,2024-12,137931.5,USD
MI-NL,SGA-EU,6120,2024-01,31989.28,USD
MI-NL,SGA-EU,6120,2024-02,33106.99,USD
MI-NL,SGA-EU,6120,2024-03,34936.84,USD
MI-NL,SGA-EU,6120,2024-04,34996.5,USD
MI-NL,SGA-EU,6120,2024-05,34345.89,USD
MI-NL,SGA-EU,6120,2024-06,32908.14,USD
MI-NL,SGA-EU,6120,2024-07,31446.96,USD
MI-NL,SGA-EU,6120,2024-08,30183.19,USD
MI-NL,SGA-EU,6120,2024-09,29546.67,USD
MI-NL,SGA-EU,6120,2024-10,28658.04,USD
MI-NL,SGA-EU,6120,2024-11,28727.67,USD
MI-NL,SGA-EU,6120,2024-12,30201.14,USD
MI-NL,SGA-EU,6130,2024-01,10012.91,USD
MI-NL,SGA-EU,6130,2024-02,10756.15,USD
MI-NL,SGA-EU,6130,2024-03,10875.84,USD
MI-NL,SGA-EU,6130,2024-04,11074.77,USD
MI-NL,SGA-EU,6130,2024-05,10749.25,USD
MI-NL,SGA-EU,6130,2024-06,10735.08,USD
MI-NL,SGA-EU,6130,2024-07,9840.51,USD
MI-NL,SGA-EU,6130,2024-08,9366.03,USD
MI-NL,SGA-EU,6130,2024-09,8997.35,USD
MI-NL,SGA-EU,6130,2024-10,8835.47,USD
MI-NL,SGA-EU,6130,2024-11,9017.27,USD
MI-NL,SGA-EU,6130,2024-12,9300.47,USD
MI-NL,SGA-EU,6210,2024-01,5539.95,USD
MI-NL,SGA-EU,6210,2024-02,5723.51,USD
MI-NL,SGA-EU,6210,2024-03,6009.42,USD
MI-NL,SGA-EU,6210,2024-04,5987.79,USD
MI-NL,SGA-EU,6210,2024-05,5988.04,USD
MI-NL,SGA-EU,6210,2024-06,5815.22,USD
MI-NL,SGA-EU,6210,2024-07,5454.12,USD
MI-NL,SGA-EU,6210,2024-08,5198.16,USD
MI-NL,SGA-EU,6210,2024-09,5061.28,USD
MI-NL,SGA-EU,6210,2024-10,4981.16,USD
MI-NL,SGA-EU,6210,2024-11,5087.1,USD
MI-NL,SGA-EU,6210,2024-12,5257.6,USD
MI-NL,SGA-EU,6220,2024-01,2097.4,USD
MI-NL,SGA-EU,6220,2024-02,2112.15,USD
MI-NL,SGA-EU,6220,2024-03,2235.72,USD
MI-NL,SGA-EU,6220,2024-04,2268.43,USD
MI-NL,SGA-EU,6220,2024-05,2198.03,USD
MI-NL,SGA-EU,6220,2024-06,2129.79,USD
MI-NL,SGA-EU,6220,2024-07,2051.38,USD
MI-NL,SGA-EU,6220,2024-08,1960.38,USD
MI-NL,SGA-EU,6220,2024-09,1866.11,USD
MI-NL,SGA-EU,6220,2024-10,1858.25,USD
MI-NL,SGA-EU,6220,2024-11,1908.01,USD
MI-NL,SGA-EU,6220,2024-12,1920.53,USD
MI-NL,SGA-EU,6230,2024-01,5874.73,USD
MI-NL,SGA-EU,6230,2024-02,6213.16,USD
MI-NL,SGA-EU,6230,2024-03,6441.81,USD
MI-NL,SGA-EU,6230,2024-04,6465.38,USD
MI-NL,SGA-EU,6230,2024-05,6509.86,USD
MI-NL,SGA-EU,6230,2024-06,6243.65,USD
MI-NL,SGA-EU,6230,2024-07,5926.8,USD
MI-NL,SGA-EU,6230,2024-08,5568.31,USD
MI-NL,SGA-EU,6230,2024-09,5413.1,USD
MI-NL,SGA-EU,6230,2024-10,5315.57,USD
MI-NL,SGA-EU,6230,2024-11,5472.74,USD
MI-NL,SGA-EU,6230,2024-12,5591.88,USD
MI-NL,SGA-EU,6240,2024-01,794.34,USD
MI-NL,SGA-EU,6240,2024-02,858.65,USD
MI-NL,SGA-EU,6240,2024-03,866.36,USD
MI-NL,SGA-EU,6240,2024-04,880.53,USD
MI-NL,SGA-EU,6240,2024-05,875.27,USD
MI-NL,SGA-EU,6240,2024-06,835.43,USD
MI-NL,SGA-EU,6240,2024-07,816.69,USD
MI-NL,SGA-EU,6240,2024-08,767.52,USD
MI-NL,SGA-EU,6240,2024-09,718.03,USD
MI-NL,SGA-EU,6240,2024-10,724.13,USD
MI-NL,SGA-EU,6240,2024-11,738.44,USD
MI-NL,SGA-EU,6240,2024-12,784.07,USD
MI-NL,SGA-EU,6310,2024-01,31251.49,USD
MI-NL,SGA-EU,6310,2024-02,32681.31,USD
MI-NL,SGA-EU,6310,2024-03,33308.69,USD
MI-NL,SGA-EU,6310,2024-04,34004.42,USD
MI-NL,SGA-EU,6310,2024-05,32926.07,USD
MI-NL,SGA-EU,6310,2024-06,32172.73,USD
MI-NL,SGA-EU,6310,2024-07,30723.01,USD
MI-NL,SGA-EU,6310,2024-08,29262.61,USD
MI-NL,SGA-EU,6310,2024-09,28036.7,USD
MI-NL,SGA-EU,6310,2024-10,27692.11,USD
MI-NL,SGA-EU,6310,2024-11,28626.33,USD
MI-NL,SGA-EU,6310,2024-12,29632.62,USD
MI-NL,SGA-EU,6320,2024-01,5718.5,USD
MI-NL,SGA-EU,6320,2024-02,6074.83,USD
MI-NL,SGA-EU,6320,2024-03,6103.71,USD
MI-NL,SGA-EU,6320,2024-04,6274.43,USD
