txn_id,posting_date,accrual_date,entity,cost_centre,account_code,amount,currency,vendor_id,doc_ref,approval_ref,memo
T008633,2023-03-24,2023-03-24,MI-NL,ENG-EU,6110,69574.77,EUR,,INV-2023-008633,,semi-monthly payroll run
T009780,2023-03-24,2023-03-22,MI-NL,SGA-EU,6420,7565.73,EUR,V1031,INV-2023-009780,,IP counsel
T001344,2023-03-25,2023-03-25,MI-US,ENG-US,6220,1078.16,USD,V1025,INV-2023-001344,AP-2023-7175,"hotel - 5 nights, New York"
T001357,2023-03-25,2023-03-24,MI-US,ENG-US,6120,17245.33,USD,,INV-2023-001357,,employer contributions - period 2023-03
T001359,2023-03-25,2023-03-22,MI-US,ENG-US,6130,26841.64,USD,V1006,INV-2023-001359,,temporary operations cover
T001364,2023-03-25,2023-03-22,MI-US,ENG-US,6330,3163.95,USD,V1020,INV-2023-001364,,repair - packaging line
T002464,2023-03-25,2023-03-16,MI-US,SGA-US,6210,358.6,USD,V1002,INV-2023-002464,,"airfare Milwaukee, economy"
T002467,2023-03-25,2023-03-23,MI-US,SGA-US,6220,717.26,USD,V1025,INV-2023-002467,,"hotel - 3 nights, Boston"
T003721,2023-03-25,2023-03-23,MI-US,MKT-US,6130,2551.74,USD,V1010,INV-2023-003721,,temporary operations cover
T003739,2023-03-25,2023-03-25,MI-US,MKT-US,6830,2376.97,USD,V1037,INV-2023-003739,,office supplies
T006085,2023-03-25,2023-03-22,MI-CA,SGA-CA,6130,1054.41,CAD,V1012,INV-2023-006085,,temporary operations cover
T007356,2023-03-25,2023-03-22,MI-NL,OPS-EU,6230,179.7,EUR,V1002,INV-2023-007356,,team meals Toronto
T007379,2023-03-25,2023-03-22,MI-NL,OPS-EU,6430,2671.3,EUR,V1026,INV-2023-007379,,systems advisory
T007400,2023-03-25,2023-03-22,MI-NL,OPS-EU,6830,2742.17,EUR,V1037,INV-2023-007400,,sundry expenses - 2023-03
T008631,2023-03-25,2023-03-24,MI-NL,ENG-EU,6240,298.79,EUR,V1008,INV-2023-008631,,ground transport Winnipeg
T008658,2023-03-25,2023-03-24,MI-NL,ENG-EU,6520,2878.21,EUR,V1004,INV-2023-008658,,laptops and peripherals
T009753,2023-03-25,2023-03-22,MI-NL,SGA-EU,6230,240.09,EUR,V1037,INV-2023-009753,,team meals Chicago
T009760,2023-03-25,2023-03-25,MI-NL,SGA-EU,6230,344.35,EUR,V1002,INV-2023-009760,,team meals London
T001354,2023-03-26,2023-03-23,MI-US,ENG-US,6240,319.4,USD,V1036,INV-2023-001354,,ground transport Milwaukee
T006098,2023-03-26,2023-03-25,MI-CA,SGA-CA,6430,8527.8,CAD,V1203,INV-2023-006098,,systems advisory
T007381,2023-03-26,2023-03-26,MI-NL,OPS-EU,6430,4478.47,EUR,V1026,INV-2023-007381,,consulting - 2023-03
T009745,2023-03-26,2023-03-26,MI-NL,SGA-EU,6210,255.37,EUR,V1036,INV-2023-009745,,"airfare New York, economy"
T009769,2023-03-26,2023-03-26,MI-NL,SGA-EU,6130,2832.9,EUR,V1010,INV-2023-009769,,temporary operations cover
T009778,2023-03-26,2023-03-24,MI-NL,SGA-EU,6410,4959.63,EUR,V1005,INV-2023-009778,,audit fees - interim
T009786,2023-03-26,2023-03-23,MI-NL,SGA-EU,6510,4789.14,EUR,V1022,INV-2023-009786,,subscription renewal
T000116,2023-03-27,2023-03-24,MI-US,OPS-NA,6210,851.11,USD,V1002,INV-2023-000116,,"airfare New York, economy"
T001355,2023-03-27,2023-03-25,MI-US,ENG-US,6110,67078.71,USD,,INV-2023-001355,,semi-monthly payroll run
T001367,2023-03-27,2023-03-27,MI-US,ENG-US,6430,13820.58,USD,V1203,INV-2023-001367,,advisory - process review
T003719,2023-03-27,2023-03-25,MI-US,MKT-US,6120,10149.14,USD,,INV-2023-003719,,employer contributions - period 2023-03
T003728,2023-03-27,2023-03-24,MI-US,MKT-US,6520,2206.6,USD,V1004,INV-2023-003728,,laptops and peripherals
T004809,2023-03-27,2023-03-24,MI-CA,OPS-CA,6230,2358.43,CAD,V1002,INV-2023-004809,AP-2023-5042,client entertainment Utrecht
T004838,2023-03-27,2023-03-27,MI-CA,OPS-CA,6520,3361.23,CAD,V1028,INV-2023-004838,,test equipment
T004839,2023-03-27,2023-03-27,MI-CA,OPS-CA,6520,5271.34,CAD,V1004,INV-2023-004839,,laptops and peripherals
T006077,2023-03-27,2023-03-27,MI-CA,SGA-CA,6240,290.32,CAD,V1036,INV-2023-006077,,ground transport Boston
T006079,2023-03-27,2023-03-27,MI-CA,SGA-CA,6110,61221.26,CAD,,INV-2023-006079,,payroll run - period 2023-03
T007382,2023-03-27,2023-03-24,MI-NL,OPS-EU,6510,7030.44,EUR,V1027,INV-2023-007382,,seat licences - 2023-03
T009768,2023-03-27,2023-03-24,MI-NL,SGA-EU,6130,5071.89,EUR,V1012,INV-2023-009768,,temporary operations cover
T009781,2023-03-27,2023-03-27,MI-NL,SGA-EU,6420,3163.77,EUR,V1011,INV-2023-009781,,IP counsel
T009785,2023-03-27,2023-03-27,MI-NL,SGA-EU,6510,4307.51,EUR,V1027,INV-2023-009785,,subscription renewal
T000140,2023-03-28,2023-03-28,MI-US,OPS-NA,6330,8735.42,USD,V1020,INV-2023-000140,,planned maintenance
T001350,2023-03-28,2023-03-28,MI-US,ENG-US,6240,167.45,USD,V1036,INV-2023-001350,,ground transport Eindhoven
T001372,2023-03-28,2023-03-27,MI-US,ENG-US,6520,8891.03,USD,V1004,INV-2023-001372,,test equipment
T004804,2023-03-28,2023-03-27,MI-CA,OPS-CA,6220,910.02,CAD,V1002,INV-2023-004804,,"hotel - 4 nights, Chicago"
T006062,2023-03-29,2023-03-26,MI-CA,SGA-CA,6220,328.39,CAD,V1002,INV-2023-006062,,"hotel - 1 nights, San Francisco"
T006071,2023-03-29,2023-03-26,MI-CA,SGA-CA,6230,2550.47,CAD,V1002,INV-2023-006071,AP-2023-5974,client entertainment Utrecht
T006074,2023-03-29,2023-03-27,MI-CA,SGA-CA,6240,142.93,CAD,V1036,INV-2023-006074,,ground transport Toronto
T007376,2023-03-29,2023-03-26,MI-NL,OPS-EU,6330,4476.56,EUR,V1020,INV-2023-007376,,repair - packaging line
T008641,2023-03-29,2023-03-26,MI-NL,ENG-EU,6130,13422.67,EUR,V1006,INV-2023-008641,,contract engineer - 2023-03
T008649,2023-03-29,2023-03-29,MI-NL,ENG-EU,6430,12541.33,EUR,V1026,INV-2023-008649,,advisory - process review
T008659,2023-03-29,2023-03-27,MI-NL,ENG-EU,6530,30055.72,EUR,V1032,INV-2023-008659,,compute and storage
T009744,2023-03-29,2023-03-28,MI-NL,SGA-EU,6210,223.85,EUR,V1002,INV-2023-009744,,"airfare Eindhoven, economy"
T009748,2023-03-29,2023-03-28,MI-NL,SGA-EU,6220,313.04,EUR,V1025,INV-2023-009748,,"hotel - 2 nights, Calgary"
T009751,2023-03-29,2023-03-28,MI-NL,SGA-EU,6230,83.74,EUR,V1037,INV-2023-009751,,team meals San Francisco
T009790,2023-03-29,2023-03-28,MI-NL,SGA-EU,6520,3582.64,EUR,V1004,INV-2023-009790,,test equipment
T000128,2023-03-30,2023-03-27,MI-US,OPS-NA,6120,35614.18,USD,,INV-2023-000128,,employer contributions - period 2023-03
T002471,2023-03-30,2023-03-30,MI-US,SGA-US,6230,2321.5,USD,V1002,INV-2023-002471,AP-2023-8972,client entertainment Calgary
T004813,2023-03-30,2023-03-29,MI-CA,OPS-CA,6230,1122.44,CAD,V1002,INV-2023-004813,AP-2023-6039,client entertainment Calgary
T006089,2023-03-30,2023-03-29,MI-CA,SGA-CA,6320,2074.28,CAD,V1009,INV-2023-006089,,utilities - 2023-03
T009767,2023-03-30,2023-03-27,MI-NL,SGA-EU,6120,13602.69,EUR,,INV-2023-009767,,employer contributions - period 2023-03
T009775,2023-03-30,2023-03-30,MI-NL,SGA-EU,6330,3098.0,EUR,V1020,INV-2023-009775,,repair - packaging line
T000118,2023-03-31,2023-03-29,MI-US,OPS-NA,6210,374.44,USD,V1002,INV-2023-000118,,"airfare Cleveland, economy"
T000120,2023-03-31,2023-03-29,MI-US,OPS-NA,6220,766.14,USD,V1025,INV-2023-000120,,"hotel - 5 nights, Cleveland"
T001346,2023-03-31,2023-03-31,MI-US,ENG-US,6230,1016.59,USD,V1002,INV-2023-001346,AP-2023-2035,client entertainment New York
T001361,2023-03-31,2023-03-30,MI-US,ENG-US,6130,13545.14,USD,V1006,INV-2023-001361,,contract engineer - 2023-03
T002498,2023-03-31,2023-03-26,MI-US,SGA-US,6810,14082.05,USD,V1016,INV-2023-002498,,insurance premium instalment
T003717,2023-03-31,2023-03-26,MI-US,MKT-US,6110,9913.39,USD,,INV-2023-003717,,semi-monthly payroll run
T003723,2023-03-31,2023-03-30,MI-US,MKT-US,6130,1523.61,USD,V1006,INV-2023-003723,,temporary operations cover
T004845,2023-03-31,2023-03-28,MI-CA,OPS-CA,6610,5880.43,CAD,V1021,INV-2023-004845,,inbound freight - 2023-03
T006090,2023-03-31,2023-03-26,MI-CA,SGA-CA,6330,2612.65,CAD,V1035,INV-2023-006090,,HVAC service
T006101,2023-03-31,2023-03-30,MI-CA,SGA-CA,6510,4976.69,CAD,V1022,INV-2023-006101,,seat licences - 2023-03
T008635,2023-03-31,2023-03-30,MI-NL,ENG-EU,6120,21576.44,EUR,,INV-2023-008635,,employer contributions - period 2023-03
T008655,2023-03-31,2023-03-28,MI-NL,ENG-EU,6520,6013.48,EUR,V1251,INV-2023-008655,,laptops and peripherals
T000143,2023-04-01,2023-03-30,MI-US,OPS-NA,6510,2092.91,USD,V1007,INV-2023-000143,,subscription renewal
T001343,2023-04-01,2023-03-27,MI-US,ENG-US,6220,558.25,USD,V1002,INV-2023-001343,,"hotel - 4 nights, Eindhoven"
T001353,2023-04-01,2023-03-27,MI-US,ENG-US,6240,218.37,USD,V1008,INV-2023-001353,,ground transport Calgary
T003729,2023-04-01,2023-03-26,MI-US,MKT-US,6710,14747.99,USD,V1024,INV-2023-003729,,campaign production
T003758,2023-04-01,2023-04-01,MI-US,MKT-US,6230,227.21,USD,V1037,INV-2023-003758,,team meals Cleveland
T004828,2023-04-01,2023-03-31,MI-CA,OPS-CA,6320,2709.18,CAD,V1009,INV-2023-004828,,utilities - 2023-03
T006061,2023-04-01,2023-03-27,MI-CA,SGA-CA,6220,611.04,CAD,V1025,INV-2023-006061,,"hotel - 2 nights, San Francisco"
T007380,2023-04-01,2023-03-31,MI-NL,OPS-EU,6430,3162.66,EUR,V1203,INV-2023-007380,,consulting - 2023-03
T009758,2023-04-01,2023-03-30,MI-NL,SGA-EU,6230,632.14,EUR,V1037,INV-2023-009758,,client entertainment Winnipeg
T009761,2023-04-01,2023-03-31,MI-NL,SGA-EU,6240,92.25,EUR,V1036,INV-2023-009761,,ground transport Eindhoven
T000211,2023-04-02,2023-04-01,MI-US,OPS-NA,6630,3999.75,USD,V1130,INV-2023-000211,,expedited freight
T001375,2023-04-02,2023-03-30,MI-US,ENG-US,6530,14148.97,USD,V1007,INV-2023-001375,,cloud hosting - 2023-03
T001385,2023-04-02,2023-04-01,MI-US,ENG-US,6220,871.81,USD,V1002,INV-2023-001385,,"hotel - 4 nights, Chicago"
T001402,2023-04-02,2023-04-02,MI-US,ENG-US,6240,233.36,USD,V1008,INV-2023-001402,,ground transport Zurich
T002493,2023-04-02,2023-03-30,MI-US,SGA-US,6510,4915.29,USD,V1027,INV-2023-002493,,seat licences - 2023-03
T003735,2023-04-02,2023-03-28,MI-US,MKT-US,6720,8889.67,USD,V1013,INV-2023-003735,,trade show stand
T003755,2023-04-02,2023-04-01,MI-US,MKT-US,6230,551.8,USD,V1002,INV-2023-003755,,client entertainment Winnipeg
T006056,2023-04-02,2023-03-31,MI-CA,SGA-CA,6210,765.08,CAD,V1036,INV-2023-006056,,"airfare Leuven, economy"
T006104,2023-04-02,2023-03-31,MI-CA,SGA-CA,6530,8625.79,CAD,V1007,INV-2023-006104,,compute and storage
T007348,2023-04-02,2023-03-28,MI-NL,OPS-EU,6210,4492.77,EUR,V1002,INV-2023-007348,AP-2023-4051,"airfare Boston return, business"
T007384,2023-04-02,2023-03-31,MI-NL,OPS-EU,6520,1363.68,EUR,V1028,INV-2023-007384,,laptops and peripherals
T007387,2023-04-02,2023-03-31,MI-NL,OPS-EU,6610,10505.75,EUR,V1177,INV-2023-007387,,inbound freight - 2023-03
T007391,2023-04-02,2023-03-30,MI-NL,OPS-EU,6620,22548.78,EUR,V1023,INV-2023-007391,,outbound freight - 2023-03
T007402,2023-04-02,2023-04-01,MI-NL,OPS-EU,6210,861.85,EUR,V1036,INV-2023-007402,,"airfare Chicago, economy"
T007411,2023-04-02,2023-04-01,MI-NL,OPS-EU,6230,795.54,EUR,V1002,INV-2023-007411,,client entertainment Milwaukee
T008615,2023-04-02,2023-03-24,MI-NL,ENG-EU,6210,833.78,EUR,V1036,INV-2023-008615,,"airfare Chicago, economy"
T008662,2023-04-02,2023-04-02,MI-NL,ENG-EU,6210,872.14,EUR,V1036,INV-2023-008662,,"airfare Leuven, economy"
T009818,2023-04-02,2023-04-02,MI-NL,SGA-EU,6120,4854.67,EUR,,INV-2023-009818,,employer contributions - period 2023-04
T000166,2023-04-03,2023-04-03,MI-US,OPS-NA,6210,4934.39,USD,V1002,INV-2023-000166,AP-2023-3645,"airfare Rotterdam return, business"
T000170,2023-04-03,2023-04-01,MI-US,OPS-NA,6220,517.27,USD,V1025,INV-2023-000170,,"hotel - 3 nights, Eindhoven"
T001387,2023-04-03,2023-04-03,MI-US,ENG-US,6220,1225.92,USD,V1002,INV-2023-001387,AP-2023-6477,"hotel - 5 nights, Boston"
T001429,2023-04-03,2023-04-03,MI-US,ENG-US,6830,1431.98,USD,V1034,INV-2023-001429,,office supplies
T002520,2023-04-03,2023-04-02,MI-US,SGA-US,6240,42.23,USD,V1036,INV-2023-002520,,ground transport Toronto
T003733,2023-04-03,2023-03-29,MI-US,MKT-US,6710,11250.39,USD,V1014,INV-2023-003733,,digital advertising - 2023-03
T003751,2023-04-03,2023-04-02,MI-US,MKT-US,6230,219.13,USD,V1037,INV-2023-003751,,team meals New York
T003754,2023-04-03,2023-04-02,MI-US,MKT-US,6230,197.32,USD,V1037,INV-2023-003754,,team meals Rotterdam
T003781,2023-04-03,2023-04-02,MI-US,MKT-US,6710,5457.65,USD,V1024,INV-2023-003781,,digital advertising - 2023-04
T004890,2023-04-03,2023-04-01,MI-CA,OPS-CA,6510,4365.61,CAD,V1027,INV-2023-004890,,seat licences - 2023-04
T004893,2023-04-03,2023-04-03,MI-CA,OPS-CA,6530,2885.2,CAD,V1007,INV-2023-004893,,cloud hosting - 2023-04
T006064,2023-04-03,2023-03-26,MI-CA,SGA-CA,6230,1300.3,CAD,V1002,INV-2023-006064,AP-2023-9319,client entertainment Winnipeg
T007435,2023-04-03,2023-04-02,MI-NL,OPS-EU,6430,4277.94,EUR,V1029,INV-2023-007435,,consulting - 2023-04
T008648,2023-04-03,2023-03-28,MI-NL,ENG-EU,6430,7223.01,EUR,V1026,INV-2023-008648,,systems advisory
T009836,2023-04-03,2023-04-03,MI-NL,SGA-EU,6430,4540.57,EUR,V1029,INV-2023-009836,,systems advisory
T000123,2023-04-04,2023-03-28,MI-US,OPS-NA,6230,235.8,USD,V1037,INV-2023-000123,,team meals Boston
T000167,2023-04-04,2023-04-03,MI-US,OPS-NA,6210,1072.53,USD,V1002,INV-2023-000167,AP-2023-8765,"airfare London, economy"
T000190,2023-04-04,2023-04-02,MI-US,OPS-NA,6330,5243.75,USD,V1035,INV-2023-000190,,repair - packaging line
T003741,2023-04-04,2023-04-03,MI-US,MKT-US,6210,1130.29,USD,V1036,INV-2023-003741,AP-2023-7622,"airfare Cleveland, economy"
T003768,2023-04-04,2023-04-02,MI-US,MKT-US,6110,34270.08,USD,,INV-2023-003768,,semi-monthly payroll run
T004814,2023-04-04,2023-03-29,MI-CA,OPS-CA,6230,325.66,CAD,V1037,INV-2023-004814,,team meals Winnipeg
T004821,2023-04-04,2023-03-29,MI-CA,OPS-CA,6120,6759.17,CAD,,INV-2023-004821,,employer contributions - period 2023-03
T006110,2023-04-04,2023-04-02,MI-CA,SGA-CA,6210,736.18,CAD,V1002,INV-2023-006110,,"airfare Utrecht, economy"
T006152,2023-04-04,2023-04-02,MI-CA,SGA-CA,6430,4716.2,CAD,V1029,INV-2023-006152,,systems advisory
T007367,2023-04-04,2023-03-30,MI-NL,OPS-EU,6120,37642.97,EUR,,INV-2023-007367,,employer contributions - period 2023-03
T007385,2023-04-04,2023-03-26,MI-NL,OPS-EU,6530,2577.0,EUR,V1032,INV-2023-007385,,compute and storage
T007408,2023-04-04,2023-04-03,MI-NL,OPS-EU,6230,1054.74,EUR,V1002,INV-2023-007408,AP-2023-2321,client entertainment Leuven
T007412,2023-04-04,2023-04-02,MI-NL,OPS-EU,6230,150.1,EUR,V1002,INV-2023-007412,,team meals Utrecht
T007432,2023-04-04,2023-04-04,MI-NL,OPS-EU,6330,7191.96,EUR,V1020,INV-2023-007432,,HVAC service
T007436,2023-04-04,2023-04-01,MI-NL,OPS-EU,6430,5509.86,EUR,V1029,INV-2023-007436,,systems advisory
T007447,2023-04-04,2023-04-01,MI-NL,OPS-EU,6610,12440.3,EUR,V1021,INV-2023-007447,,inbound freight - 2023-04
T008682,2023-04-04,2023-04-03,MI-NL,ENG-EU,6240,225.56,EUR,V1008,INV-2023-008682,,ground transport Calgary
T009791,2023-04-04,2023-03-27,MI-NL,SGA-EU,6530,8937.35,EUR,V1007,INV-2023-009791,,cloud hosting - 2023-03
T000133,2023-04-05,2023-03-31,MI-US,OPS-NA,6310,59053.84,USD,V1017,INV-2023-000133,,monthly rent
T000195,2023-04-05,2023-04-04,MI-US,OPS-NA,6430,3718.57,USD,V1029,INV-2023-000195,,consulting - 2023-04
T001396,2023-04-05,2023-04-02,MI-US,ENG-US,6240,63.42,USD,V1008,INV-2023-001396,,ground transport Rotterdam
T002507,2023-04-05,2023-04-05,MI-US,SGA-US,6220,566.37,USD,V1025,INV-2023-002507,,"hotel - 4 nights, Calgary"
T003752,2023-04-05,2023-04-04,MI-US,MKT-US,6230,614.12,USD,V1037,INV-2023-003752,,client entertainment Amsterdam
T003774,2023-04-05,2023-04-05,MI-US,MKT-US,6130,8069.72,USD,V1012,INV-2023-003774,,contract engineer - 2023-04
T004836,2023-04-05,2023-03-26,MI-CA,OPS-CA,6510,5196.26,CAD,V1007,INV-2023-004836,,seat licences - 2023-03
T006125,2023-04-05,2023-04-05,MI-CA,SGA-CA,6230,212.43,CAD,V1002,INV-2023-006125,,team meals London
T006137,2023-04-05,2023-04-03,MI-CA,SGA-CA,6120,9194.18,CAD,,INV-2023-006137,,employer contributions - period 2023-04
T006141,2023-04-05,2023-04-02,MI-CA,SGA-CA,6310,29861.7,CAD,V1017,INV-2023-006141,,monthly rent
T007442,2023-04-05,2023-04-03,MI-NL,OPS-EU,6530,3084.63,EUR,V1007,INV-2023-007442,,compute and storage
T007458,2023-04-05,2023-04-03,MI-NL,OPS-EU,6830,3445.94,EUR,V1034,INV-2023-007458,,sundry expenses - 2023-04
T009811,2023-04-05,2023-04-04,MI-NL,SGA-EU,6240,248.13,EUR,V1036,INV-2023-009811,,ground transport Rotterdam
T009814,2023-04-05,2023-04-03,MI-NL,SGA-EU,6240,289.15,EUR,V1036,INV-2023-009814,,ground transport New York
T009839,2023-04-05,2023-04-04,MI-NL,SGA-EU,6510,3007.0,EUR,V1007,INV-2023-009839,,seat licences - 2023-04
T000125,2023-04-06,2023-03-27,MI-US,OPS-NA,6240,323.11,USD,V1036,INV-2023-000125,,ground transport Milwaukee
T000172,2023-04-06,2023-04-06,MI-US,OPS-NA,6230,204.06,USD,V1037,INV-2023-000172,,team meals Leuven
T000174,2023-04-06,2023-04-05,MI-US,OPS-NA,6230,128.38,USD,V1037,INV-2023-000174,,team meals Utrecht
T000175,2023-04-06,2023-04-04,MI-US,OPS-NA,6230,108.24,USD,V1037,INV-2023-000175,,team meals Amsterdam
T000181,2023-04-06,2023-04-06,MI-US,OPS-NA,6120,14618.9,USD,,INV-2023-000181,,employer contributions - period 2023-04
T001398,2023-04-06,2023-04-05,MI-US,ENG-US,6240,246.98,USD,V1008,INV-2023-001398,,ground transport Hartford
T001406,2023-04-06,2023-04-03,MI-US,ENG-US,6110,132641.6,USD,,INV-2023-001406,,payroll run - period 2023-04
T002503,2023-04-06,2023-04-03,MI-US,SGA-US,6210,1092.62,USD,V1036,INV-2023-002503,AP-2023-8533,"airfare Amsterdam, economy"
T002508,2023-04-06,2023-04-06,MI-US,SGA-US,6220,134.58,USD,V1002,INV-2023-002508,,"hotel - 1 nights, Cleveland"
T003707,2023-04-06,2023-03-28,MI-US,MKT-US,6220,1010.43,USD,V1025,INV-2023-003707,AP-2023-3492,"hotel - 4 nights, Toronto"
T004818,2023-04-06,2023-03-30,MI-CA,OPS-CA,6240,157.29,CAD,V1036,INV-2023-004818,,ground transport Utrecht
T006140,2023-04-06,2023-04-05,MI-CA,SGA-CA,6130,5532.15,CAD,V1012,INV-2023-006140,,contract engineer - 2023-04
T007438,2023-04-06,2023-04-03,MI-NL,OPS-EU,6510,1095.0,EUR,V1027,INV-2023-007438,,subscription renewal
T008652,2023-04-06,2023-03-26,MI-NL,ENG-EU,6510,12737.55,EUR,V1027,INV-2023-008652,,subscription renewal
T008689,2023-04-06,2023-04-04,MI-NL,ENG-EU,6130,5169.72,EUR,V1010,INV-2023-008689,,contract engineer - 2023-04
T009799,2023-04-06,2023-04-04,MI-NL,SGA-EU,6220,473.82,EUR,V1002,INV-2023-009799,,"hotel - 3 nights, Amsterdam"
T009827,2023-04-06,2023-04-06,MI-NL,SGA-EU,6410,7646.98,EUR,V1005,INV-2023-009827,,audit fees - interim
T000127,2023-04-07,2023-03-29,MI-US,OPS-NA,6110,203200.09,USD,,INV-2023-000127,,semi-monthly payroll run
T000179,2023-04-07,2023-04-05,MI-US,OPS-NA,6110,105374.68,USD,,INV-2023-000179,,payroll run - period 2023-04
T001380,2023-04-07,2023-04-05,MI-US,ENG-US,6210,739.74,USD,V1036,INV-2023-001380,,"airfare Amsterdam, economy"
T001383,2023-04-07,2023-04-05,MI-US,ENG-US,6220,450.09,USD,V1025,INV-2023-001383,,"hotel - 4 nights, Winnipeg"
T001384,2023-04-07,2023-04-04,MI-US,ENG-US,6220,905.57,USD,V1002,INV-2023-001384,,"hotel - 4 nights, San Francisco"
T001400,2023-04-07,2023-04-07,MI-US,ENG-US,6240,140.3,USD,V1036,INV-2023-001400,,ground transport Calgary
T001403,2023-04-07,2023-04-05,MI-US,ENG-US,6240,203.8,USD,V1008,INV-2023-001403,,ground transport Toronto
T001417,2023-04-07,2023-04-04,MI-US,ENG-US,6430,8187.84,USD,V1029,INV-2023-001417,,systems advisory
T002470,2023-04-07,2023-03-29,MI-US,SGA-US,6230,2230.16,USD,V1037,INV-2023-002470,AP-2023-7064,client entertainment Toronto
T002526,2023-04-07,2023-04-04,MI-US,SGA-US,6120,23238.42,USD,,INV-2023-002526,,employer contributions - period 2023-04
T002530,2023-04-07,2023-04-07,MI-US,SGA-US,6130,1708.13,USD,V1010,INV-2023-002530,,contract engineer - 2023-04
T002531,2023-04-07,2023-04-07,MI-US,SGA-US,6130,2622.26,USD,V1012,INV-2023-002531,,contract engineer - 2023-04
T002543,2023-04-07,2023-04-07,MI-US,SGA-US,6430,1353.76,USD,V1026,INV-2023-002543,,systems advisory
T003748,2023-04-07,2023-04-05,MI-US,MKT-US,6220,260.94,USD,V1025,INV-2023-003748,,"hotel - 2 nights, Winnipeg"
T003786,2023-04-07,2023-04-04,MI-US,MKT-US,6720,5381.41,USD,V1013,INV-2023-003786,,exhibition fees
T004853,2023-04-07,2023-03-27,MI-CA,OPS-CA,6630,4974.49,CAD,V1021,INV-2023-004853,,air freight - urgent
T004885,2023-04-07,2023-04-06,MI-CA,OPS-CA,6330,13349.95,CAD,V1035,INV-2023-004885,,HVAC service
T004888,2023-04-07,2023-04-07,MI-CA,OPS-CA,6430,4085.57,CAD,V1026,INV-2023-004888,,consulting - 2023-04
T004897,2023-04-07,2023-04-05,MI-CA,OPS-CA,6610,19799.25,CAD,V1018,INV-2023-004897,,customs and duty
T004900,2023-04-07,2023-04-04,MI-CA,OPS-CA,6620,19690.54,CAD,V1177,INV-2023-004900,,outbound freight - 2023-04
T006108,2023-04-07,2023-04-05,MI-CA,SGA-CA,6210,1305.8,CAD,V1036,INV-2023-006108,AP-2023-7138,"airfare Eindhoven, economy"
T006145,2023-04-07,2023-04-06,MI-CA,SGA-CA,6410,4253.27,CAD,V1005,INV-2023-006145,,audit fees - interim
T007394,2023-04-07,2023-03-31,MI-NL,OPS-EU,6620,13848.59,EUR,V1030,INV-2023-007394,,customer delivery
T007427,2023-04-07,2023-04-04,MI-NL,OPS-EU,6310,66320.12,EUR,V1003,INV-2023-007427,,monthly rent
T007454,2023-04-07,2023-04-07,MI-NL,OPS-EU,6630,1130.12,EUR,V1021,INV-2023-007454,,air freight - urgent
T008700,2023-04-07,2023-04-06,MI-NL,ENG-EU,6510,5505.08,EUR,V1027,INV-2023-008700,,subscription renewal
T009835,2023-04-07,2023-04-06,MI-NL,SGA-EU,6430,3952.45,EUR,V1203,INV-2023-009835,,consulting - 2023-04
T000134,2023-04-08,2023-03-27,MI-US,OPS-NA,6320,7652.02,USD,V1033,INV-2023-000134,,utilities - 2023-03
T000142,2023-04-08,2023-03-29,MI-US,OPS-NA,6430,2167.22,USD,V1251,INV-2023-000142,,systems advisory
T000207,2023-04-08,2023-04-08,MI-US,OPS-NA,6620,20546.36,USD,V1088,INV-2023-000207,,outbound freight - 2023-04
T001378,2023-04-08,2023-03-28,MI-US,ENG-US,6830,1128.92,USD,V1034,INV-2023-001378,,sundry expenses - 2023-03
T001421,2023-04-08,2023-04-05,MI-US,ENG-US,6510,2761.19,USD,V1022,INV-2023-001421,,subscription renewal
T002538,2023-04-08,2023-04-08,MI-US,SGA-US,6410,1753.41,USD,V1005,INV-2023-002538,,audit fees - interim
T002555,2023-04-08,2023-04-06,MI-US,SGA-US,6820,1424.13,USD,V1015,INV-2023-002555,,FX and transfer fees
T004883,2023-04-08,2023-04-05,MI-CA,OPS-CA,6320,9220.04,CAD,V1033,INV-2023-004883,,utilities - 2023-04
T004884,2023-04-08,2023-04-06,MI-CA,OPS-CA,6330,6669.34,CAD,V1020,INV-2023-004884,,repair - packaging line
T007439,2023-04-08,2023-04-07,MI-NL,OPS-EU,6520,1809.02,EUR,V1004,INV-2023-007439,,laptops and peripherals
T008646,2023-04-08,2023-03-26,MI-NL,ENG-EU,6330,1742.15,EUR,V1020,INV-2023-008646,,HVAC service
T008674,2023-04-08,2023-04-08,MI-NL,ENG-EU,6230,164.69,EUR,V1037,INV-2023-008674,,team meals Leuven
T008678,2023-04-08,2023-04-06,MI-NL,ENG-EU,6230,1188.8,EUR,V1002,INV-2023-008678,AP-2023-1368,client entertainment New York
T009756,2023-04-08,2023-03-29,MI-NL,SGA-EU,6230,2132.88,EUR,V1002,INV-2023-009756,AP-2023-8896,client entertainment Utrecht
T009830,2023-04-08,2023-04-08,MI-NL,SGA-EU,6420,3603.24,EUR,V1031,INV-2023-009830,,legal advice - commercial
T000169,2023-04-09,2023-04-09,MI-US,OPS-NA,6220,424.97,USD,V1002,INV-2023-000169,,"hotel - 2 nights, Amsterdam"
T001360,2023-04-09,2023-03-26,MI-US,ENG-US,6130,4870.05,USD,V1012,INV-2023-001360,,contract engineer - 2023-03
T001365,2023-04-09,2023-03-26,MI-US,ENG-US,6430,1406.12,USD,V1029,INV-2023-001365,,consulting - 2023-03
